id,ibpu_percentage,ibpa_percentage,tdc_percentage
4665,59.25,54.32,17.36
4666,58.02,53.08,8.68
4667,59.25,48.14,8.68
4668,62.96,56.79,23.14
4669,70.37,48.14,14.46
4670,60.49,56.79,11.57
4671,64.19,63.58,27.19
4672,51.85,54.32,28.12
4673,62.96,58.64,11.57
4674,53.08,54.32,19.32
4675,48.14,52.46,34.83
4676,71.6,61.72,22.22
4677,54.32,43.82,8.68
4678,53.08,51.23,28.12
4679,46.91,55.55,28.12
4680,49.38,51.85,20.25
4681,53.08,57.4,11.57
4682,60.49,56.79,43.51
4683,55.55,51.85,11.57
4684,61.72,49.38,14.46
4685,65.43,57.4,20.25
4686,45.67,43.82,5.78
4687,50.61,41.97,32.87
4688,55.55,53.7,26.15
4689,45.67,50.0,36.8
4690,50.61,50.61,11.57
4691,45.67,54.93,14.46
4692,58.02,64.19,28.12
4693,70.37,60.49,32.98
4694,58.02,58.02,8.68
4695,64.19,54.32,23.26
4696,56.79,43.82,17.36
4697,61.72,63.58,11.57
4698,62.96,53.08,11.57
4699,61.72,54.32,20.25
4700,58.02,56.79,17.36
4701,49.38,53.08,17.36
4702,45.67,53.7,14.46
4703,54.32,56.79,25.11
4704,61.72,54.32,17.36
4705,50.61,53.08,34.72
4706,54.32,58.02,8.68
4707,54.32,58.64,20.25
4708,49.38,55.55,32.87
4709,62.96,64.81,17.36
4710,58.02,61.11,14.46
4711,49.38,53.08,17.36
4712,49.38,50.61,20.25
4713,38.27,48.14,16.43
4714,58.02,59.87,14.46
4715,45.67,58.64,19.32
4716,65.43,54.93,22.22
4717,62.96,56.79,41.66
4718,55.55,46.29,8.68
4719,66.66,49.38,8.68
4720,65.43,56.79,18.4
4721,66.66,62.34,17.36
4722,48.14,53.7,14.46
4723,64.19,59.25,23.26
4724,62.96,50.61,28.0
4725,61.72,52.46,25.11
4726,46.91,50.0,22.33
4727,55.55,57.4,14.46
4728,64.19,58.64,11.57
4729,58.02,53.7,23.26
4730,56.79,59.25,8.68
4731,50.61,52.46,20.37
4732,64.19,56.79,13.54
4733,60.49,62.96,30.9
4734,62.96,56.17,22.33
4735,40.74,48.76,11.57
4736,54.32,46.91,14.46
4737,61.72,56.79,5.78
4738,60.49,62.96,14.46
4739,43.2,43.82,5.78
4740,62.96,61.72,14.46
4741,50.61,61.11,14.46
4742,53.08,57.4,14.46
4743,53.08,49.38,11.57
4744,55.55,64.19,11.57
4745,46.91,58.02,11.57
4746,56.79,56.17,17.36
4747,60.49,52.46,11.57
4748,64.19,59.87,8.68
4749,48.14,56.79,45.6
4750,58.02,51.85,17.36
4751,65.43,57.4,20.37
4752,66.66,54.32,28.93
4753,60.49,54.93,17.36
4754,62.96,57.4,20.25
4755,54.32,54.93,8.68
4756,49.38,50.0,11.57
4757,65.43,58.02,5.78
4758,66.66,46.91,17.36
4759,53.08,54.32,14.46
4760,58.02,56.17,8.68
4761,41.97,48.14,25.11
4762,60.49,54.32,29.05
4763,62.96,57.4,11.57
4764,61.72,54.32,23.26
4765,65.43,59.87,14.46
4766,61.72,52.46,26.15
4767,56.79,53.08,11.57
4768,62.96,58.64,20.25
4769,53.08,55.55,11.57
4770,56.79,53.7,14.46
4771,44.44,54.32,14.46
4772,54.32,55.55,22.33
4773,46.91,54.93,22.22
4774,49.38,46.91,20.25
4775,61.72,49.38,23.14
4776,62.96,61.11,23.14
4777,55.55,45.67,20.25
4778,65.43,58.02,20.25
4779,58.02,60.49,28.12
4780,39.5,41.97,36.8
4781,50.61,54.93,17.36
4782,53.08,62.34,23.14
4783,64.19,51.23,20.25
4784,49.38,56.17,34.95
4785,65.43,58.64,26.04
4786,61.72,61.11,8.68
4787,50.61,51.85,25.11
4788,71.6,67.28,14.46
4789,60.49,54.93,11.57
4790,67.9,69.13,5.78
4791,56.79,50.61,14.46
4792,62.96,59.87,20.25
4793,61.72,62.34,39.69
4794,58.02,62.96,14.46
4795,39.5,48.14,35.06
4796,62.96,53.08,10.64
4797,58.02,56.17,36.68
4798,62.96,64.19,27.19
4799,45.67,56.17,17.36
4800,60.49,56.17,26.15
4801,45.67,49.38,28.12
4802,49.38,51.23,17.36
4803,41.97,46.29,26.15
4804,58.02,54.32,37.84
4805,67.9,59.25,13.54
4806,46.91,51.23,20.25
4807,55.55,54.32,10.64
4808,55.55,58.02,34.95
4809,55.55,58.02,14.46
4810,65.43,56.17,31.01
4811,53.08,53.08,25.11
4812,60.49,50.0,14.46
4813,61.72,48.14,23.14
4814,62.96,57.4,8.68
4815,62.96,58.64,11.57
4816,67.9,56.17,20.25
4817,64.19,57.4,14.46
4818,53.08,47.53,10.64
4819,60.49,59.25,25.11
4820,38.27,41.97,31.01
4821,55.55,62.34,31.94
4822,45.67,54.32,17.36
4823,54.32,48.14,11.57
4824,65.43,63.58,32.98
4825,58.02,59.25,20.25
4826,75.3,59.25,28.93
4827,61.72,58.02,17.36
4828,48.14,47.53,14.46
4829,46.91,53.08,14.46
4830,53.08,45.67,11.57
4831,58.02,61.11,20.25
4832,62.96,58.64,22.33
4833,55.55,54.32,17.36
4834,56.79,59.25,8.68
4835,50.61,53.7,26.15
4836,53.08,51.85,38.77
4837,59.25,53.08,25.23
4838,54.32,52.46,11.57
4839,85.18,76.54,23.14
4840,70.37,56.17,13.54
4841,60.49,58.02,20.25
4842,75.3,56.79,26.15
4843,61.72,54.32,25.11
4844,64.19,52.46,29.05
4845,53.08,53.7,5.78
4846,51.85,54.32,28.0
4847,41.97,51.85,17.36
4848,71.6,59.25,17.36
4849,67.9,51.23,23.14
4850,60.49,61.11,26.27
4851,60.49,56.79,13.54
4852,64.19,54.32,17.36
4853,61.72,64.19,5.78
4854,51.85,59.87,5.78
4855,67.9,58.02,5.78
4856,50.61,53.08,25.23
4857,58.02,58.02,13.54
4858,65.43,50.61,8.68
4859,72.83,54.93,34.02
4860,59.25,49.38,14.46
4861,58.02,56.17,17.36
4862,65.43,53.08,26.15
4863,62.96,67.9,5.78
4864,55.55,54.93,5.78
4865,59.25,50.0,23.14
4866,49.38,54.93,8.68
4867,65.43,62.96,25.23
4868,58.02,57.4,19.32
4869,45.67,53.7,25.11
4870,55.55,40.74,55.32
4871,58.02,65.43,20.37
4872,54.32,45.67,22.22
4873,56.79,54.93,20.25
4874,51.85,54.93,31.82
4875,41.97,50.61,17.36
4876,60.49,54.93,23.26
4877,53.08,58.02,5.78
4878,53.08,60.49,8.68
4879,62.96,62.96,23.26
4880,62.96,66.04,11.57
4881,49.38,50.0,33.91
4882,62.96,60.49,8.68
4883,45.67,51.85,11.57
4884,61.72,48.14,25.23
4885,65.43,58.02,28.93
4886,49.38,54.93,23.14
4887,58.02,58.02,14.46
4888,55.55,50.61,28.0
4889,49.38,56.79,36.8
4890,62.96,60.49,36.68
4891,48.14,50.0,14.46
4892,35.8,45.06,19.32
4893,51.85,50.0,45.48
4894,46.91,53.08,11.57
4895,59.25,60.49,16.43
4896,51.85,58.64,34.83
4897,58.02,59.25,11.57
4898,65.43,64.81,23.14
4899,65.43,58.02,30.9
4900,62.96,57.4,14.46
4901,58.02,54.93,37.73
4902,64.19,57.4,8.68
4903,49.38,53.08,20.25
4904,62.96,62.96,11.57
4905,62.96,56.79,26.15
4906,70.37,56.17,11.57
4907,58.02,61.72,17.36
4908,67.9,59.87,20.37
4909,55.55,54.93,26.04
4910,62.96,56.17,19.32
4911,56.79,46.91,23.26
4912,69.13,66.66,31.94
4913,65.43,67.9,8.68
4914,55.55,56.79,28.0
4915,61.72,61.11,17.36
4916,41.97,48.14,19.32
4917,72.83,58.02,11.57
4918,44.44,50.0,17.36
4919,49.38,56.79,17.36
4920,49.38,48.14,16.55
4921,60.49,61.11,5.78
4922,77.77,58.64,22.33
4923,67.9,65.43,14.46
4924,53.08,54.32,16.43
4925,67.9,59.87,5.78
4926,51.85,58.02,20.25
4927,53.08,51.23,10.64
4928,58.02,54.93,52.43
4929,48.14,50.61,28.12
4930,48.14,54.32,22.33
4931,56.79,50.61,29.05
4932,41.97,45.67,17.36
4933,58.02,52.46,11.57
4934,61.72,54.93,26.04
4935,58.02,54.93,8.68
4936,58.02,60.49,31.01
4937,55.55,54.32,34.02
4938,60.49,61.11,31.01
4939,43.2,41.97,8.68
4940,53.08,54.93,5.78
4941,54.32,58.64,25.11
4942,72.83,62.96,11.57
4943,62.96,57.4,34.95
4944,60.49,53.7,29.05
4945,50.61,46.91,23.14
4946,56.79,53.7,20.25
4947,65.43,59.87,14.46
4948,56.79,52.46,25.23
4949,62.96,59.87,14.46
4950,72.83,61.72,17.36
4951,50.61,51.85,7.75
4952,50.61,45.67,41.55
4953,60.49,57.4,8.68
4954,49.38,58.02,11.57
4955,72.83,64.19,19.44
4956,67.9,64.19,11.57
4957,55.55,56.79,37.84
4958,60.49,58.64,17.47
4959,59.25,54.93,22.33
4960,44.44,47.53,14.46
4961,56.79,47.53,10.64
4962,61.72,58.02,19.32
4963,70.37,70.37,19.32
4964,48.14,54.93,23.26
4965,64.19,54.93,11.57
4966,59.25,51.85,5.78
4967,56.79,50.0,8.68
4968,49.38,54.32,14.46
4969,62.96,58.64,20.25
4970,56.79,54.93,11.57
4971,49.38,39.5,28.93
4972,55.55,51.85,13.54
4973,67.9,58.02,19.32
4974,64.19,58.02,2.89
4975,54.32,56.17,20.37
4976,56.79,51.23,16.43
4977,55.55,50.61,7.75
4978,70.37,57.4,14.46
4979,59.25,60.49,31.01
4980,43.2,43.2,31.01
4981,62.96,62.34,8.68
4982,58.02,55.55,2.89
4983,62.96,61.11,20.25
4984,53.08,49.38,27.19
4985,60.49,54.93,16.43
4986,45.67,48.14,17.36
4987,70.37,58.64,19.32
4988,49.38,56.79,31.01
4989,41.97,54.32,11.57
4990,62.96,60.49,5.78
4991,56.79,56.17,8.68
4992,61.72,55.55,23.26
4993,65.43,62.34,20.25
4994,75.3,58.64,11.57
4995,69.13,67.9,5.78
4996,49.38,46.91,17.36
4997,72.83,62.34,14.46
4998,60.49,51.23,11.57
4999,58.02,53.08,23.14
5000,53.08,61.11,11.57
5001,53.08,56.79,8.68
5002,44.44,50.61,17.36
5003,69.13,55.55,13.54
5004,58.02,53.7,28.12
5005,49.38,50.0,25.23
5006,55.55,47.53,26.04
5007,60.49,56.17,14.46
5008,53.08,58.02,13.54
5009,50.61,50.0,22.22
5010,59.25,51.23,14.46
5011,62.96,58.02,8.68
5012,55.55,57.4,26.15
5013,58.02,61.72,42.59
5014,55.55,53.7,28.0
5015,55.55,59.25,28.0
5016,67.9,57.4,14.46
5017,64.19,51.23,20.25
5018,45.67,45.67,46.52
5019,37.03,45.06,8.68
5020,56.79,59.87,19.32
5021,41.97,50.61,31.01
5022,59.25,43.2,28.93
5023,72.83,58.02,40.62
5024,64.19,57.4,5.78
5025,70.37,66.04,26.04
5026,50.61,50.0,17.36
5027,55.55,54.93,22.22
5028,49.38,53.7,26.04
5029,58.02,53.08,17.36
5030,55.55,58.64,30.9
5031,58.02,52.46,25.11
5032,54.32,54.32,19.32
5033,64.19,57.4,20.25
5034,62.96,66.04,5.78
5035,62.96,62.34,26.15
5036,48.14,51.85,14.46
5037,54.32,54.32,23.26
5038,51.85,53.08,14.46
5039,55.55,55.55,14.46
5040,60.49,59.25,8.68
5041,62.96,60.49,23.26
5042,51.85,58.64,11.57
5043,54.32,55.55,17.36
5044,61.72,59.25,32.87
5045,61.72,47.53,8.68
5046,58.02,62.96,22.33
5047,70.37,60.49,8.68
5048,60.49,56.79,33.91
5049,59.25,61.11,20.25
5050,51.85,58.64,26.04
5051,60.49,60.49,17.36
5052,69.13,55.55,11.57
5053,64.19,48.76,17.36
5054,58.02,50.0,59.14
5055,62.96,56.17,24.3
5056,48.14,54.32,31.01
5057,55.55,56.17,14.46
5058,59.25,40.74,24.3
5059,65.43,58.02,17.36
5060,51.85,50.0,14.46
5061,48.14,52.46,28.12
5062,58.02,58.02,20.25
5063,53.08,57.4,11.57
5064,62.96,58.02,11.57
5065,56.79,53.7,8.68
5066,67.9,62.34,26.15
5067,54.32,53.7,27.08
5068,61.72,59.25,8.68
5069,43.2,44.44,20.25
5070,72.83,61.72,11.57
5071,55.55,61.11,20.25
5072,67.9,50.0,19.32
5073,62.96,54.32,11.57
5074,53.08,57.4,26.15
5075,49.38,51.23,17.36
5076,72.83,67.9,29.05
5077,50.61,58.64,26.04
5078,46.91,46.29,31.94
5079,62.96,56.79,27.08
5080,62.96,51.85,41.66
5081,48.14,47.53,8.68
5082,56.79,51.23,5.78
5083,54.32,54.93,11.57
5084,50.61,51.85,34.83
5085,45.67,59.87,14.46
5086,60.49,57.4,8.68
5087,59.25,58.64,25.11
5088,50.61,50.0,31.82
5089,70.37,55.55,11.57
5090,61.72,57.4,31.01
5091,55.55,41.35,28.12
5092,67.9,53.08,17.36
5093,56.79,60.49,29.05
5094,51.85,57.4,25.11
5095,51.85,58.64,20.37
5096,65.43,59.25,20.25
5097,39.5,46.91,11.57
5098,48.14,53.7,31.01
5099,55.55,54.32,31.01
5100,55.55,54.93,8.68
5101,62.96,66.04,16.43
5102,58.02,55.55,28.93
5103,75.3,63.58,15.5
5104,55.55,51.23,17.36
5105,58.02,53.08,11.57
5106,67.9,54.32,16.55
5107,67.9,62.96,14.46
5108,58.02,58.02,14.46
5109,62.96,59.87,17.36
5110,50.61,61.72,23.14
5111,56.79,54.32,14.46
5112,51.85,53.08,31.01
5113,59.25,56.79,8.68
5114,62.96,59.25,20.25
5115,44.44,45.67,14.46
5116,65.43,53.08,5.78
5117,54.32,61.11,29.05
5118,59.25,47.53,20.25
5119,67.9,58.02,36.92
5120,58.02,51.23,8.68
5121,59.25,54.32,17.47
5122,50.61,51.85,22.33
5123,56.79,52.46,25.11
5124,62.96,54.32,23.26
5125,65.43,55.55,14.46
5126,59.25,51.85,14.46
5127,54.32,54.93,20.25
5128,51.85,51.23,20.25
5129,59.25,56.79,25.23
5130,56.79,51.85,47.56
5131,48.14,48.76,28.12
5132,56.79,55.55,17.36
5133,60.49,54.93,17.36
5134,55.55,58.64,11.57
5135,53.08,52.46,31.01
5136,55.55,48.76,8.68
5137,67.9,60.49,25.11
5138,55.55,61.72,5.78
5139,67.9,61.72,23.14
5140,62.96,55.55,14.46
5141,60.49,54.32,45.71
5142,51.85,46.29,14.46
5143,58.02,53.7,30.09
5144,54.32,50.0,11.57
5145,75.3,66.66,14.46
5146,62.96,62.34,23.26
5147,62.96,62.34,20.25
5148,51.85,48.76,11.57
5149,70.37,62.96,11.57
5150,62.96,49.38,19.32
5151,58.02,56.79,14.46
5152,51.85,51.85,13.54
5153,56.79,59.87,20.25
5154,72.83,54.32,17.36
5155,53.08,45.06,16.43
5156,61.72,58.02,24.3
5157,72.83,57.4,28.12
5158,50.61,46.91,14.46
5159,60.49,59.87,10.64
5160,60.49,57.4,23.14
5161,49.38,46.91,38.88
5162,50.61,54.32,36.8
5163,60.49,53.08,28.12
5164,85.18,62.96,29.05
5165,67.9,60.49,23.26
5166,60.49,55.55,11.57
5167,53.08,58.64,17.36
5168,44.44,49.38,11.57
5169,55.55,54.32,30.09
5170,44.44,54.93,30.9
5171,54.32,49.38,34.83
5172,56.79,49.38,16.43
5173,54.32,50.61,5.78
5174,62.96,57.4,26.15
5175,67.9,61.72,36.8
5176,45.67,47.53,11.57
5177,51.85,48.76,23.14
5178,62.96,61.72,25.23
5179,51.85,55.55,31.94
5180,58.02,46.91,37.84
5181,67.9,61.11,17.36
5182,65.43,54.32,21.41
5183,61.72,59.87,8.68
5184,71.6,59.25,8.68
5185,59.25,49.38,11.57
5186,54.32,59.87,31.13
5187,62.96,58.02,22.22
5188,56.79,50.61,5.78
5189,53.08,56.17,17.36
5190,62.96,61.11,31.01
5191,55.55,49.38,20.25
5192,58.02,49.38,13.54
5193,66.66,56.79,26.04
5194,50.61,57.4,20.25
5195,66.66,51.23,31.94
5196,44.44,45.67,5.78
5197,54.32,60.49,28.12
5198,58.02,50.0,38.77
5199,62.96,47.53,11.57
5200,70.37,64.81,28.93
5201,50.61,54.93,14.46
5202,59.25,53.7,13.54
5203,48.14,54.32,25.23
5204,46.91,52.46,26.15
5205,49.38,54.32,30.09
5206,62.96,59.25,5.78
5207,53.08,52.46,14.46
5208,59.25,59.25,14.46
5209,50.61,51.85,20.25
5210,58.02,58.64,5.78
5211,39.5,45.67,14.46
5212,65.43,53.7,31.94
5213,67.9,57.4,20.25
5214,58.02,56.17,5.78
5215,43.2,46.91,22.33
5216,58.02,59.87,19.32
5217,49.38,53.7,14.46
5218,49.38,46.91,36.92
5219,44.44,53.08,35.87
5220,44.44,54.32,11.57
5221,64.19,61.72,8.68
5222,69.13,51.85,22.33
5223,40.74,51.23,28.93
5224,70.37,63.58,17.36
5225,62.96,54.32,23.37
5226,62.96,61.11,20.25
5227,65.43,62.96,11.57
5228,62.96,58.64,8.68
5229,46.91,53.7,22.33
5230,65.43,63.58,20.37
5231,50.61,47.53,32.98
5232,60.49,59.87,11.57
5233,59.25,53.7,11.57
5234,65.43,53.08,22.22
5235,54.32,47.53,29.16
5236,58.02,58.64,14.46
5237,70.37,62.96,11.57
5238,70.37,59.87,20.25
5239,53.08,61.72,8.68
5240,62.96,59.87,25.23
5241,70.37,53.08,26.04
5242,51.85,57.4,20.37
5243,62.96,59.87,31.94
5244,85.18,66.66,34.95
5245,61.72,48.14,5.78
5246,49.38,52.46,17.36
5247,48.14,50.61,17.36
5248,60.49,54.93,22.22
5249,66.66,56.79,17.36
5250,58.02,52.46,8.68
5251,55.55,47.53,11.57
5252,67.9,63.58,17.36
5253,51.85,58.64,23.26
5254,60.49,61.11,22.22
5255,48.14,46.91,14.46
5256,62.96,58.02,23.14
5257,29.62,46.91,17.36
5258,49.38,47.53,28.12
5259,48.14,46.91,23.26
5260,54.32,53.08,28.0
5261,45.67,51.85,17.36
5262,50.61,54.93,14.46
5263,58.02,51.23,40.85
5264,58.02,62.34,14.46
5265,72.83,64.19,11.57
5266,69.13,58.02,26.04
5267,54.32,58.64,8.68
5268,67.9,59.87,14.46
5269,67.9,57.4,11.57
5270,51.85,48.14,48.61
5271,46.91,54.93,28.12
5272,67.9,59.87,33.91
5273,62.96,56.17,20.25
5274,69.13,54.93,36.8
5275,67.9,52.46,8.68
5276,54.32,55.55,11.57
5277,58.02,54.93,16.43
5278,53.08,54.93,20.37
5279,46.91,48.14,17.47
5280,48.14,56.79,33.91
5281,55.55,48.76,13.54
5282,62.96,58.02,25.23
5283,70.37,60.49,31.94
5284,81.48,66.66,5.78
5285,60.49,53.08,11.57
5286,65.43,61.72,11.57
5287,55.55,60.49,35.87
5288,61.72,61.72,22.22
5289,65.43,63.58,26.15
5290,53.08,62.34,11.57
5291,59.25,53.08,23.26
5292,50.61,53.08,11.57
5293,77.77,63.58,24.18
5294,67.9,51.85,17.36
5295,56.79,46.91,5.78
5296,61.72,47.53,28.12
5297,60.49,51.23,17.36
5298,61.72,58.64,11.57
5299,55.55,59.87,20.25
5300,40.74,49.38,30.9
5301,55.55,51.23,26.15
5302,59.25,57.4,11.57
5303,62.96,62.96,20.25
5304,50.61,58.64,17.36
5305,49.38,56.79,29.05
5306,62.96,58.02,17.36
5307,50.61,54.93,26.15
5308,55.55,56.17,22.22
5309,48.14,46.91,5.78
5310,67.9,56.79,35.87
5311,65.43,61.11,19.32
5312,66.66,64.19,8.68
5313,53.08,52.46,25.11
5314,49.38,48.14,32.87
5315,60.49,64.19,8.68
5316,62.96,56.79,23.14
5317,60.49,60.49,8.68
5318,60.49,56.79,11.57
5319,82.71,63.58,20.25
5320,59.25,55.55,5.78
5321,54.32,60.49,8.68
5322,44.44,53.08,17.36
5323,66.66,62.96,11.57
5324,65.43,59.25,5.78
5325,60.49,55.55,23.37
5326,61.72,58.02,14.46
5327,55.55,58.02,23.26
5328,53.08,54.93,8.68
5329,56.79,56.79,14.46
5330,55.55,50.61,17.36
5331,59.25,60.49,11.57
5332,62.96,57.4,45.6
5333,54.32,58.64,4.86
5334,48.14,49.38,40.74
5335,51.85,48.76,8.68
5336,43.2,41.35,11.57
5337,62.96,50.61,37.84
5338,66.66,63.58,14.46
5339,55.55,55.55,8.68
5340,62.96,54.93,11.57
5341,58.02,52.46,23.14
5342,64.19,54.32,11.57
5343,55.55,47.53,37.96
5344,58.02,49.38,32.98
5345,62.96,57.4,46.52
5346,60.49,55.55,17.47
5347,58.02,58.02,23.14
5348,58.02,66.04,10.64
5349,61.72,54.32,17.36
5350,62.96,56.79,34.95
5351,50.61,57.4,8.68
5352,59.25,56.17,16.43
5353,56.79,53.08,11.57
5354,49.38,51.23,11.57
5355,48.14,49.38,11.57
5356,72.83,60.49,5.78
5357,53.08,62.34,16.43
5358,40.74,47.53,8.68
5359,53.08,57.4,29.97
5360,67.9,57.4,11.57
5361,55.55,58.64,22.22
5362,62.96,52.46,2.89
5363,67.9,55.55,11.57
5364,60.49,61.72,14.46
5365,62.96,54.93,35.87
5366,56.79,60.49,11.57
5367,64.19,62.96,14.46
5368,60.49,54.93,13.54
5369,61.72,58.64,20.25
5370,60.49,59.25,5.78
5371,55.55,62.34,14.46
5372,62.96,54.32,11.57
5373,46.91,48.76,17.36
5374,51.85,46.91,2.89
5375,60.49,63.58,8.68
5376,58.02,48.76,5.78
5377,53.08,59.25,17.36
5378,55.55,50.61,14.46
5379,55.55,59.25,25.23
5380,72.83,61.11,25.11
5381,67.9,56.79,14.46
5382,55.55,61.72,5.78
5383,60.49,59.87,17.36
5384,56.79,59.87,17.36
5385,61.72,50.0,19.32
5386,58.02,55.55,13.54
5387,70.37,59.87,28.93
5388,65.43,59.87,23.26
5389,54.32,50.0,20.25
5390,71.6,53.08,22.22
5391,50.61,54.93,14.46
5392,59.25,62.34,20.25
5393,55.55,62.34,34.83
5394,62.96,56.17,17.36
5395,54.32,48.76,26.04
5396,75.3,59.25,26.04
5397,53.08,56.17,5.78
5398,62.96,51.85,34.72
5399,48.14,54.93,28.0
5400,54.32,53.7,25.23
5401,58.02,53.7,11.57
5402,59.25,51.23,26.15
5403,51.85,55.55,14.46
5404,65.43,57.4,20.25
5405,62.96,50.61,5.78
5406,54.32,58.02,17.47
5407,59.25,51.85,14.46
5408,50.61,56.79,8.68
5409,55.55,54.32,31.01
5410,45.67,48.76,29.05
5411,70.37,56.79,16.43
5412,59.25,52.46,31.01
5413,54.32,52.46,35.87
5414,62.96,53.7,11.57
5415,56.79,59.87,17.36
5416,64.19,58.64,17.36
5417,51.85,50.61,25.23
5418,75.3,64.19,17.36
5419,65.43,58.64,8.68
5420,62.96,56.79,8.68
5421,70.37,59.25,14.46
5422,56.79,58.64,8.68
5423,55.55,55.55,5.78
5424,67.9,58.02,14.46
5425,46.91,50.0,22.33
5426,58.02,60.49,28.12
5427,64.19,59.87,17.36
5428,59.25,58.02,11.57
5429,53.08,51.85,31.01
5430,59.25,53.08,11.57
5431,65.43,61.72,17.36
5432,65.43,64.19,49.42
5433,65.43,61.72,17.36
5434,56.79,61.11,17.36
5435,58.02,53.08,13.54
5436,61.72,55.55,26.15
5437,46.91,49.38,20.37
5438,46.91,53.7,17.36
5439,46.91,52.46,11.57
5440,54.32,58.02,11.57
5441,50.61,49.38,23.14
5442,48.14,51.23,26.15
5443,55.55,57.4,29.05
5444,56.79,55.55,14.46
5445,66.66,53.7,36.92
5446,53.08,56.79,31.01
5447,65.43,62.96,17.36
5448,43.2,52.46,24.3
5449,59.25,48.14,30.09
5450,55.55,51.23,14.46
5451,70.37,61.72,27.19
5452,50.61,53.7,17.47
5453,49.38,53.7,11.57
5454,53.08,56.79,17.36
5455,62.96,57.4,26.04
5456,56.79,58.64,29.05
5457,60.49,48.76,29.05
5458,54.32,58.64,25.23
5459,54.32,59.25,23.14
5460,51.85,57.4,23.14
5461,62.96,60.49,31.94
5462,72.83,64.19,14.46
5463,58.02,61.11,26.04
5464,50.61,51.23,8.68
5465,50.61,53.08,14.46
5466,44.44,54.32,17.36
5467,58.02,55.55,28.93
5468,50.61,53.7,28.0
5469,51.85,52.46,8.68
5470,45.67,53.7,17.36
5471,56.79,55.55,11.57
5472,58.02,54.32,20.37
5473,62.96,59.25,2.89
5474,80.24,64.81,22.22
5475,61.72,56.79,17.36
5476,50.61,49.38,38.77
5477,65.43,59.87,28.0
5478,51.85,57.4,17.36
5479,60.49,58.02,11.57
5480,54.32,47.53,33.91
5481,64.19,61.72,11.57
5482,50.61,47.53,31.82
5483,61.72,53.7,44.56
5484,49.38,50.61,34.83
5485,50.61,51.23,11.57
5486,77.77,69.13,8.68
5487,56.79,56.79,17.36
5488,39.5,50.61,20.25
5489,65.43,57.4,14.46
5490,55.55,55.55,26.04
5491,60.49,53.7,23.14
5492,64.19,62.34,14.46
5493,51.85,55.55,11.57
5494,48.14,51.85,20.25
5495,49.38,53.08,20.25
5496,67.9,60.49,11.57
5497,65.43,62.34,38.88
5498,50.61,50.0,17.36
5499,56.79,58.64,22.22
5500,53.08,61.11,32.98
5501,53.08,53.7,17.36
5502,53.08,59.87,10.64
5503,58.02,51.85,31.94
5504,50.61,52.46,39.69
5505,59.25,56.17,11.57
5506,54.32,56.17,38.77
5507,58.02,49.38,25.11
5508,60.49,61.11,20.25
5509,58.02,59.25,14.46
5510,53.08,58.02,20.37
5511,55.55,55.55,21.29
5512,65.43,61.11,14.46
5513,70.37,61.72,14.46
5514,55.55,54.32,20.37
5515,70.37,63.58,30.9
5516,62.96,63.58,39.58
5517,54.32,56.17,31.82
5518,50.61,43.82,11.57
5519,55.55,56.17,29.05
5520,70.37,56.17,8.68
5521,56.79,58.64,24.18
5522,65.43,53.7,30.09
5523,55.55,54.32,17.36
5524,49.38,54.32,13.54
5525,45.67,53.7,28.0
5526,70.37,58.02,23.14
5527,80.24,64.19,25.23
5528,65.43,62.96,14.46
5529,60.49,53.08,5.78
5530,58.02,48.76,14.46
5531,61.72,56.79,31.01
5532,65.43,55.55,17.36
5533,65.43,58.02,23.14
5534,60.49,61.72,25.23
5535,61.72,66.04,25.11
5536,67.9,58.64,23.26
5537,55.55,48.76,11.57
5538,67.9,62.34,11.57
5539,60.49,48.76,5.78
5540,51.85,50.61,11.57
5541,53.08,55.55,8.68
5542,72.83,66.04,25.23
5543,53.08,56.17,20.25
5544,49.38,53.7,30.9
5545,56.79,50.0,17.36
5546,58.02,61.11,11.57
5547,59.25,54.32,29.05
5548,45.67,57.4,17.36
5549,62.96,50.61,14.46
5550,70.37,57.4,37.61
5551,59.25,57.4,8.68
5552,75.3,64.19,20.25
5553,55.55,57.4,34.83
5554,55.55,56.79,32.98
5555,55.55,54.32,25.23
5556,60.49,57.4,30.09
5557,65.43,61.72,35.87
5558,60.49,61.11,13.54
5559,58.02,54.32,26.15
5560,64.19,56.17,22.33
5561,60.49,53.08,11.57
5562,64.19,56.79,11.57
5563,65.43,58.02,26.04
5564,75.3,59.25,28.12
5565,53.08,61.11,14.46
5566,64.19,56.79,40.74
5567,72.83,62.34,17.36
5568,58.02,50.0,29.05
5569,43.2,51.23,22.33
5570,65.43,59.25,5.78
5571,71.6,61.11,36.8
5572,64.19,51.85,26.15
5573,70.37,59.87,14.46
5574,66.66,61.11,26.15
5575,65.43,61.72,11.57
5576,49.38,49.38,17.36
5577,49.38,50.61,5.78
5578,54.32,53.7,8.68
5579,46.91,49.38,11.57
5580,45.67,51.23,14.46
5581,64.19,53.08,14.46
5582,54.32,51.23,8.68
5583,54.32,56.17,5.78
5584,59.25,53.08,11.57
5585,51.85,49.38,23.26
5586,45.67,51.85,33.91
5587,48.14,52.46,45.6
5588,50.61,51.23,14.46
5589,70.37,56.17,20.25
5590,64.19,56.17,29.05
5591,64.19,59.25,28.12
5592,46.91,53.7,19.32
5593,62.96,48.76,22.33
5594,43.2,42.59,14.46
5595,51.85,58.02,14.46
